train_loss,val_loss
1.7577971784692061,2.2449655532836914
1.5019673924697072,1.4546284675598145
0.7375309310461345,0.635801374912262
0.4355517123874865,0.4655396640300751
0.35072077536269236,0.47184640169143677
0.3613845737356889,0.48401370644569397
0.35254756322032527,0.3964182138442993
0.30517412486829254,0.46424898505210876
0.3124239950587875,0.47245579957962036
0.3320531045135699,0.4943773150444031
0.3192085596291642,0.4125962555408478
0.29938951918953344,0.5395113825798035
0.31453498727396917,0.41355082392692566
0.3141720342008691,0.4025549292564392
0.32876283518577876,0.5624088048934937
0.29607862312542765,0.35306185483932495
0.2976694722708903,0.45107531547546387
0.2916404212775983,0.44884416460990906
0.29306533030773463,0.43099480867385864
0.288964096652834,0.4118148386478424
0.30960136024575485,0.5356315970420837
0.3044993626443963,0.48928773403167725
0.2986111005670146,0.4420504868030548
0.30865719639941264,0.5571814179420471
0.2899725966547665,0.5039673447608948
0.284054313443209,0.4424188733100891
0.26901537297587647,0.4735352694988251
0.27532300980467544,0.4941643476486206
0.3043454489425609,0.39147526025772095
0.2872108350458898,0.5477735996246338
0.2857108108307186,0.4956907629966736
0.2734310556399195,0.5032267570495605
0.27021879938087967,0.36871692538261414
0.27391826871194336,0.4808339774608612
0.27783193007895823,0.5269286036491394
0.28395087389569534,0.3974076509475708
0.2768417977188763,0.4425869584083557
0.2838971363870721,0.48661747574806213
0.3035694450924271,0.5296016931533813
0.2825830908198106,0.4248611032962799
0.2676197466881652,0.35058674216270447
0.2717529699990624,0.5295027494430542
0.287110047120797,0.5506517887115479
0.28357641947896856,0.401411235332489
0.2782396258492219,0.3723854124546051
0.26118206742562744,0.41748183965682983
0.28503309347127614,0.49065321683883667
0.2744770857848619,0.4375884532928467
0.26840718600310776,0.455198734998703
0.28493111227688034,0.4254949688911438
0.28658700106959595,0.5407706499099731
0.27071187253061096,0.4360366463661194
0.27776782449923065,0.4419609308242798
0.2613267929930436,0.38233867287635803
0.25130084196203634,0.47328928112983704
0.27165738061854716,0.3987382650375366
0.2739899303568037,0.3553384244441986
0.28183742142037344,0.5127326250076294
0.26995600367847244,0.380044549703598
0.2623672589267555,0.39398425817489624
0.2708143529139067,0.47247880697250366
0.2700834835046216,0.33883795142173767
0.2553791254758835,0.36699390411376953
0.2510692453698108,0.42399972677230835
0.2783557313837503,0.47479555010795593
0.2670124675098218,0.38065358996391296
0.26872786957966655,0.5456395149230957
0.2859067175733416,0.4617055654525757
0.26506340072343226,0.2712578773498535
0.26263551217944997,0.48359206318855286
0.26462316395420776,0.37349358201026917
0.2582799239378226,0.5552334785461426
0.26317131676171956,0.350240558385849
0.2465206563080612,0.2844710648059845
0.26121122017502785,0.3703066408634186
0.25800218982131856,0.4898659884929657
0.26293436516272395,0.4100293517112732
0.24853353045488658,0.31147730350494385
0.26450030289982496,0.41270923614501953
0.2496311390086224,0.4337429702281952
0.257742278277874,0.2827637195587158
0.2610111914967236,0.46741196513175964
0.2571052179524773,0.3932911455631256
0.25562199126732976,0.39026883244514465
0.26605005640732615,0.4399021565914154
0.25719006320363597,0.433910608291626
0.25921107946257843,0.31214311718940735
0.27280393909466893,0.5794755220413208
0.24714082597117676,0.34504616260528564
0.24783137283827128,0.4165824353694916
0.2555252019512026,0.3514713644981384
0.25395793271692174,0.4057992696762085
0.2568424853839372,0.4498758614063263
0.2596261313087062,0.3951128423213959
0.25358308145874425,0.39994996786117554
0.23872074288757225,0.42149117588996887
0.25390947923848506,0.3087541162967682
0.256324370048548,0.39344534277915955
0.2527759059479362,0.3827468156814575
0.256107145626294,0.3971278667449951
0.2550990624647391,0.39977243542671204
0.25346482898059647,0.36683887243270874
0.2517811183474566,0.460836261510849
0.2576002353116086,0.37347662448883057
0.24833895873866582,0.33920979499816895
0.24747937721641441,0.4105486571788788
0.2598247810413963,0.3099322021007538
0.2479207182401105,0.37095966935157776
0.2830331490228051,0.6112825870513916
0.27302543113106176,0.3630359172821045
0.24966086682520414,0.2883409559726715
0.278055283191957,0.5349704027175903
0.2617078992097001,0.3422697186470032
0.2565503736075602,0.3837357759475708
0.2575920973169176,0.445944607257843
0.26235903250543696,0.49979260563850403
0.2559286410871305,0.3565422594547272
0.2453931336732287,0.3174669146537781
0.27683755716210917,0.5196573138237
0.25822088788998754,0.35186025500297546
0.2501927684796484,0.27181851863861084
0.255611619667003,0.44675904512405396
0.2569846389325042,0.4460783004760742
0.25210490665937724,0.3314405083656311
0.23943386128858515,0.37542662024497986
0.24910324419799604,0.4033156931400299
0.2542167862779216,0.35548433661460876
0.25120994880011205,0.3782898485660553
0.24872479274084694,0.5003623366355896
0.25344175414035197,0.31567129492759705
0.2422106571887669,0.33140701055526733
0.24945362029891266,0.4713022708892822
0.2470342069864273,0.4668006896972656
0.25145278204428523,0.3478967845439911
0.24227130099346764,0.2991071045398712
0.25357822524873835,0.4476293623447418
0.2569162469161184,0.335191935300827
0.2497895869769548,0.5125783085823059
0.25417800482950714,0.45409679412841797
0.23970756954268405,0.2952452003955841
0.2554312148376515,0.43691325187683105
0.25081483588406916,0.3680238127708435
0.24442202480215774,0.3246273100376129
0.25344440203748253,0.3589973449707031
0.26821207568833705,0.5462408661842346
0.26468444301893834,0.366402268409729
0.23706574189035515,0.29275718331336975
0.2517339444082034,0.37008044123649597
0.26038199898443726,0.5576130747795105
0.2584625349233025,0.4133285582065582
0.23139359841221258,0.3795372247695923
0.24690827590070272,0.3044082522392273
0.23338091216589274,0.3966599106788635
0.24602511917289935,0.3179357349872589
0.24803166405150764,0.419302761554718
0.24836771974438115,0.4140594005584717
0.2490058470713465,0.4387957751750946
0.248335536373289,0.29669106006622314
0.24276824589622648,0.39968010783195496
0.2541996303357576,0.5476704835891724
0.25472983678704814,0.29172059893608093
0.24662883775798897,0.452759712934494
0.24770074965138184,0.45417848229408264
0.2613654105286849,0.3080785572528839
0.2657931562709181,0.5209640860557556
0.25661051430200277,0.3494146168231964
0.22933660290743174,0.38754764199256897
0.2360658649551241,0.39397042989730835
0.24533972928398534,0.38756489753723145
0.2320628381873432,0.41057446599006653
0.24124057355679965,0.47721150517463684
0.2564402120678048,0.2954218089580536
0.2397236288770249,0.434613972902298
0.24209701505146528,0.35823094844818115
0.2418428008493624,0.38010790944099426
0.2459991433118519,0.3981380760669708
0.23826860126696134,0.34456804394721985
0.24297796562314034,0.4108861982822418
0.24840104972061358,0.34495145082473755
0.23438752305350805,0.3425673246383667
0.2421130361525636,0.36535516381263733
0.24885523672166623,0.435994029045105
0.23667400369518682,0.41020119190216064
0.23713593910399236,0.2841666042804718
0.2346058938848345,0.38663449883461
0.2438046649882668,0.4301714599132538
0.24765383060041227,0.3077166974544525
0.24553982678212619,0.4145328402519226
0.2360903236426805,0.4140465259552002
0.23589447866144933,0.35362187027931213
0.24173702338808462,0.31236571073532104
0.23718774475549398,0.4697261154651642
0.23346810866343348,0.4033506214618683
0.23166878423408457,0.3567158877849579
0.2379495921103578,0.3896850347518921
0.23340576494994916,0.3234412372112274
0.2583750478531185,0.4650593400001526
0.2479763438827113,0.38313260674476624
0.23488016112854607,0.3679964244365692
0.23356709825365166,0.4458153545856476
